sample_index,latitude,longitude,cluster_label
580639,34.848507,105.35264,0
581096,36.209682,105.92846,0
586877,18.509548,119.07742,0
589623,47.593025,134.40688,0
590296,23.866144,106.40671,0
590391,24.114223,106.31407,0
590577,24.59024,106.87562,0
591086,26.123848,107.5489,0
591997,50.03104,127.02912,0
592177,28.523338,126.806496,0
594523,49.12316,124.840744,0
596831,32.324665,132.88083,0
597836,30.118515,133.87349,0
601548,24.184357,121.922676,0
602705,22.207401,108.12412,0
602961,22.061815,122.67494,0
604387,26.841375,133.16032,0
606338,22.330812,116.77927,0
607241,24.75777,109.66151,0
607373,31.288637,113.17078,0
608214,28.704807,120.29797,0
